host_is_superhost,host_listings_count,neighbourhood,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,review_scores_rating,price_normal,price
-0.48109563945529654,-0.31841943422970215,1.1051858574303821,-0.05139938833790096,-0.8248320571576748,-0.6325867446646515,-0.36815021406259546,0.8995516486757413,-0.6319559959513308,-0.510604883732598,-0.6363346161638008,-0.7009293202576101,-0.3609489533562962,0.0,0.407713792993712,0.7913638436210431,0.7786302893290591,-0.882604565642406,0.41342578645458194,0.08215486069972154,-0.8311471437292044,35.0
-0.48109563945529654,3.835980961561939,1.288959184264217,13.814727426907169,1.2753144854550023,3.1509383867565233,0.11074049928571988,-1.0220992645822917,0.27255648951462663,-0.510604883732598,0.3826524603891306,-0.16295453371480975,-0.3609489533562962,0.0,1.6151511878970621,0.4254514058897211,0.7786302893290591,1.2932246240932406,-0.6977150015937112,1.1451487570426795,0.39102416905477305,100.0
-0.48109563945529654,-0.3372176260658634,-0.9163207377418024,0.10014298122761893,1.023992047510314,0.4032726754910321,-0.36815021406259546,0.8995516486757413,-0.6319559959513308,-0.510604883732598,-0.6363346161638008,-0.7009293202576101,-0.41646403287138645,0.0,-0.9094906378099427,-1.1427447558159445,-1.2840913069606088,-1.3573309343120017,-0.6977150015937112,0.08215486069972154,-0.20366364389249694,60.0
-0.48109563945529654,-0.3372176260658634,-0.9163207377418024,-0.08170786225100495,0.7452647692576755,0.7504105508783293,-0.36815021406259546,0.8995516486757413,-0.6319559959513308,-0.510604883732598,-0.6363346161638008,-0.16295453371480975,-0.24991879432611558,0.0,-0.9094906378099427,-1.0904715504257556,-1.146576533874631,-0.8034835041974734,2.469036244343924,0.08215486069972154,-1.8175458051624311,15.0
-0.48109563945529654,-0.3560158179020247,1.4267891793895933,-0.06655362529445295,-1.3542133626155748,-1.4518321305786515,-0.36815021406259546,0.8995516486757413,-0.6319559959513308,-0.510604883732598,-0.6363346161638008,-0.16295453371480975,-0.3609489533562962,0.0,-0.9094906378099427,-1.1427447558159445,-1.2840913069606088,-1.3573309343120017,-0.6977150015937112,0.08215486069972154,-0.6756939163553598,40.0
-0.48109563945529654,-0.3560158179020247,-0.9163207377418024,-0.05139938833790096,-0.6557241401363616,-0.5909301996181747,-0.36815021406259546,-1.0220992645822917,1.177068974980584,-0.510604883732598,0.3826524603891306,-0.16295453371480975,-0.3609489533562962,0.0,-0.2508884224081153,0.4777246112799099,0.8130089826005535,1.2615761995152674,0.24675466824733794,0.08215486069972154,0.6508011738299374,125.0
-0.48109563945529654,0.715481116759168,1.5186758428065108,0.06983450731451495,1.083480603300302,-1.1652351006589,-0.36815021406259546,-1.0220992645822917,1.177068974980584,1.0450619178834608,1.401639536942062,1.4509698259135912,-0.3054338738412059,0.0,0.07841268529279836,-0.30637346957292283,-0.3214878953587638,0.9213556353020573,-0.6421579621912966,-5.232814621015068,0.056113360882667475,75.0
2.0785887835778647,-0.3560158179020247,-0.9163207377418024,0.2668395877496908,-0.16912112198800386,-0.586486834813213,-0.36815021406259546,-1.0220992645822917,0.27255648951462663,1.0450619178834608,0.3826524603891306,-0.16295453371480975,-0.3609489533562962,0.0,-0.2508884224081153,-0.6722859073042448,-0.9403043742456643,0.7156408755452326,1.3578954562956311,0.08215486069972154,0.6600774770563244,126.0
-0.48109563945529654,1.0726467616462323,1.4267891793895933,-0.21809599485997283,-1.313440307523363,0.12778405758367264,-0.36815021406259546,-1.0220992645822917,0.27255648951462663,-0.510604883732598,0.3826524603891306,-0.16295453371480975,-0.3609489533562962,0.0,-0.4704224942087244,-0.933651934255189,-1.146576533874631,-1.3256825097340286,-0.419929804581638,-2.043832931986194,0.39102416905477305,100.0
-0.48109563945529654,-0.3560158179020247,1.4267891793895933,0.16075992905382688,-0.5039949023344461,-1.4790477400090207,-0.36815021406259546,0.8995516486757413,-0.1796997532183521,-0.510604883732598,-0.6363346161638008,-0.16295453371480975,-0.3609489533562962,0.0,-0.9094906378099427,-1.1427447558159445,-1.2840913069606088,-1.3573309343120017,-0.6977150015937112,1.1451487570426795,0.056113360882667475,75.0
